timestamp,region,actual_demand_mw,forecast_demand_mw,rooftop_actual_mw,rooftop_forecast_mw
2026-06-18 07:30:00,QLD1,,6833.56,,312.957
2026-06-18 07:30:00,SA1,,1676.55,,0.0
2026-06-18 07:30:00,TAS1,,1201.0,,0.0
2026-06-18 07:30:00,VIC1,,5813.78,,0.0
2026-06-18 08:00:00,NSW1,,9020.63,,443.683
2026-06-18 08:00:00,QLD1,,6611.68,,811.278
2026-06-18 08:00:00,SA1,,1799.63,,0.0
2026-06-18 08:00:00,TAS1,,1244.0,,0.364
2026-06-18 08:00:00,VIC1,,6115.2,,6.19
2026-06-18 08:30:00,NSW1,,8875.37,,966.626
2026-06-18 08:30:00,QLD1,,6312.55,,1370.384
2026-06-18 08:30:00,SA1,,1863.37,,37.734
2026-06-18 08:30:00,TAS1,,1259.0,,5.737
2026-06-18 08:30:00,VIC1,,6299.29,,45.092
2026-06-18 09:00:00,NSW1,,8541.08,,1508.964
2026-06-18 09:00:00,QLD1,,5923.45,,1899.154
2026-06-18 09:00:00,SA1,,1826.56,,192.871
2026-06-18 09:00:00,TAS1,,1254.0,,10.147
2026-06-18 09:00:00,VIC1,,6305.5,,149.615
2026-06-18 09:30:00,NSW1,,8251.16,,1992.082
2026-06-18 09:30:00,QLD1,,5576.97,,2314.743
2026-06-18 09:30:00,SA1,,1723.89,,369.131
2026-06-18 09:30:00,TAS1,,1243.0,,15.422
2026-06-18 09:30:00,VIC1,,6255.47,,255.8
2026-06-18 10:00:00,NSW1,,7938.55,,2403.397
2026-06-18 10:00:00,QLD1,,5269.83,,2628.924
2026-06-18 10:00:00,SA1,,1606.05,,544.454
2026-06-18 10:00:00,TAS1,,1225.0,,23.032
2026-06-18 10:00:00,VIC1,,6143.82,,369.271
2026-06-18 10:30:00,NSW1,,7590.0,,2702.636
2026-06-18 10:30:00,QLD1,,5109.58,,2828.477
2026-06-18 10:30:00,SA1,,1518.87,,699.246
2026-06-18 10:30:00,TAS1,,1197.0,,28.948
2026-06-18 10:30:00,VIC1,,6054.76,,451.135
2026-06-18 11:00:00,NSW1,,7284.93,,2903.684
2026-06-18 11:00:00,QLD1,,5009.29,,2955.253
2026-06-18 11:00:00,SA1,,1431.68,,818.878
2026-06-18 11:00:00,TAS1,,1178.0,,32.399
2026-06-18 11:00:00,VIC1,,5981.14,,500.575
2026-06-18 11:30:00,NSW1,,7057.87,,3019.031
2026-06-18 11:30:00,QLD1,,5045.17,,3021.242
2026-06-18 11:30:00,SA1,,1306.36,,908.923
2026-06-18 11:30:00,TAS1,,1157.0,,33.339
